tabelcode;datapunt
S.17.01.02.01;R0250C0090
S.17.01.02.01;R0260C0090
S.17.01.02.01;R0270C0090
S.17.01.02.01;R0280C0090
S.17.01.02.01;R0290C0090
S.17.01.02.01;R0300C0090
S.17.01.02.01;R0310C0090
S.17.01.02.01;R0320C0090
S.17.01.02.01;R0330C0090
S.17.01.02.01;R0340C0090
S.17.01.02.01;R0010C0100
S.17.01.02.01;R0050C0100
S.17.01.02.01;R0060C0100
S.17.01.02.01;R0140C0100
S.17.01.02.01;R0150C0100
S.17.01.02.01;R0160C0100
S.17.01.02.01;R0240C0100
S.17.01.02.01;R0250C0100
S.17.01.02.01;R0260C0100
S.17.01.02.01;R0270C0100
S.17.01.02.01;R0280C0100
S.17.01.02.01;R0290C0100
S.17.01.02.01;R0300C0100
S.17.01.02.01;R0310C0100
S.17.01.02.01;R0320C0100
S.17.01.02.01;R0330C0100
S.17.01.02.01;R0340C0100
S.17.01.02.01;R0010C0110
S.17.01.02.01;R0050C0110
S.17.01.02.01;R0060C0110
S.17.01.02.01;R0140C0110
S.17.01.02.01;R0150C0110
S.17.01.02.01;R0160C0110
S.17.01.02.01;R0240C0110
S.17.01.02.01;R0250C0110
S.17.01.02.01;R0260C0110
S.17.01.02.01;R0270C0110
S.17.01.02.01;R0280C0110
S.17.01.02.01;R0290C0110
S.17.01.02.01;R0300C0110
S.17.01.02.01;R0310C0110
S.17.01.02.01;R0320C0110
S.17.01.02.01;R0330C0110
S.17.01.02.01;R0340C0110
S.17.01.02.01;R0010C0120
S.17.01.02.01;R0050C0120
S.17.01.02.01;R0060C0120
S.17.01.02.01;R0140C0120
S.17.01.02.01;R0150C0120
S.17.01.02.01;R0160C0120
S.17.01.02.01;R0240C0120
S.17.01.02.01;R0250C0120
S.17.01.02.01;R0260C0120
S.17.01.02.01;R0270C0120
S.17.01.02.01;R0280C0120
S.17.01.02.01;R0290C0120
S.17.01.02.01;R0300C0120
S.17.01.02.01;R0310C0120
S.17.01.02.01;R0320C0120
S.17.01.02.01;R0330C0120
S.17.01.02.01;R0340C0120
S.17.01.02.01;R0010C0130
S.17.01.02.01;R0050C0130
S.17.01.02.01;R0060C0130
S.17.01.02.01;R0140C0130
S.17.01.02.01;R0150C0130
S.17.01.02.01;R0160C0130
S.17.01.02.01;R0240C0130
S.17.01.02.01;R0250C0130
S.17.01.02.01;R0260C0130
S.17.01.02.01;R0270C0130
S.17.01.02.01;R0280C0130
S.17.01.02.01;R0290C0130
S.17.01.02.01;R0300C0130
S.17.01.02.01;R0310C0130
S.17.01.02.01;R0320C0130
S.17.01.02.01;R0330C0130
S.17.01.02.01;R0340C0130
S.17.01.02.01;R0010C0140
S.17.01.02.01;R0050C0140
S.17.01.02.01;R0060C0140
S.17.01.02.01;R0140C0140
S.17.01.02.01;R0150C0140
S.17.01.02.01;R0160C0140
S.17.01.02.01;R0240C0140
S.17.01.02.01;R0250C0140
S.17.01.02.01;R0260C0140
S.17.01.02.01;R0270C0140
S.17.01.02.01;R0280C0140
S.17.01.02.01;R0290C0140
S.17.01.02.01;R0300C0140
S.17.01.02.01;R0310C0140
S.17.01.02.01;R0320C0140
S.17.01.02.01;R0330C0140
S.17.01.02.01;R0340C0140
S.17.01.02.01;R0010C0150
S.17.01.02.01;R0050C0150
S.17.01.02.01;R0060C0150
S.17.01.02.01;R0140C0150
S.17.01.02.01;R0150C0150
S.17.01.02.01;R0160C0150
S.17.01.02.01;R0240C0150
S.17.01.02.01;R0250C0150
S.17.01.02.01;R0260C0150
S.17.01.02.01;R0270C0150
S.17.01.02.01;R0280C0150
S.17.01.02.01;R0290C0150
S.17.01.02.01;R0300C0150
S.17.01.02.01;R0310C0150
S.17.01.02.01;R0320C0150
S.17.01.02.01;R0330C0150
S.17.01.02.01;R0340C0150
S.17.01.02.01;R0010C0160
S.17.01.02.01;R0050C0160
S.17.01.02.01;R0060C0160
S.17.01.02.01;R0140C0160
S.17.01.02.01;R0150C0160
S.17.01.02.01;R0160C0160
S.17.01.02.01;R0240C0160
S.17.01.02.01;R0250C0160
S.17.01.02.01;R0260C0160
S.17.01.02.01;R0270C0160
S.17.01.02.01;R0280C0160
S.17.01.02.01;R0290C0160
S.17.01.02.01;R0300C0160
S.17.01.02.01;R0310C0160
S.17.01.02.01;R0320C0160
S.17.01.02.01;R0330C0160
S.17.01.02.01;R0340C0160
S.17.01.02.01;R0010C0170
S.17.01.02.01;R0050C0170
S.17.01.02.01;R0060C0170
S.17.01.02.01;R0140C0170
S.17.01.02.01;R0150C0170
S.17.01.02.01;R0160C0170
S.17.01.02.01;R0240C0170
S.17.01.02.01;R0250C0170
S.17.01.02.01;R0260C0170
S.17.01.02.01;R0270C0170
S.17.01.02.01;R0280C0170
S.17.01.02.01;R0290C0170
S.17.01.02.01;R0300C0170
S.17.01.02.01;R0310C0170
S.17.01.02.01;R0320C0170
S.17.01.02.01;R0330C0170
S.17.01.02.01;R0340C0170
S.17.01.02.01;R0010C0180
S.17.01.02.01;R0050C0180
S.17.01.02.01;R0060C0180
S.17.01.02.01;R0140C0180
S.17.01.02.01;R0150C0180
S.17.01.02.01;R0160C0180
S.17.01.02.01;R0240C0180
S.17.01.02.01;R0250C0180
S.17.01.02.01;R0260C0180
S.17.01.02.01;R0270C0180
S.17.01.02.01;R0280C0180
S.17.01.02.01;R0290C0180
S.17.01.02.01;R0300C0180
S.17.01.02.01;R0310C0180
S.17.01.02.01;R0320C0180
S.17.01.02.01;R0330C0180
S.17.01.02.01;R0340C0180
S.23.01.01.01;R0010C0010
S.23.01.01.01;R0030C0010
S.23.01.01.01;R0040C0010
S.23.01.01.01;R0050C0010
S.23.01.01.01;R0070C0010
S.23.01.01.01;R0090C0010
S.23.01.01.01;R0110C0010
S.23.01.01.01;R0130C0010
S.23.01.01.01;R0140C0010
S.23.01.01.01;R0160C0010
S.23.01.01.01;R0180C0010
S.23.01.01.01;R0220C0010
S.23.01.01.01;R0230C0010
S.23.01.01.01;R0290C0010
S.23.01.01.01;R0300C0010
S.23.01.01.01;R0310C0010
S.23.01.01.01;R0320C0010
S.23.01.01.01;R0330C0010
S.23.01.01.01;R0340C0010
S.23.01.01.01;R0350C0010
S.23.01.01.01;R0360C0010
S.23.01.01.01;R0370C0010
S.23.01.01.01;R0390C0010
S.23.01.01.01;R0400C0010
S.23.01.01.01;R0500C0010
S.23.01.01.01;R0510C0010
S.23.01.01.01;R0540C0010
S.23.01.01.01;R0550C0010
S.23.01.01.01;R0580C0010
S.23.01.01.01;R0600C0010
S.23.01.01.01;R0620C0010
S.23.01.01.01;R0640C0010
S.23.01.01.01;R0010C0020
S.23.01.01.01;R0030C0020
S.23.01.01.01;R0040C0020
S.23.01.01.01;R0070C0020
S.23.01.01.01;R0130C0020
S.23.01.01.01;R0180C0020
S.23.01.01.01;R0230C0020
S.23.01.01.01;R0290C0020
S.23.01.01.01;R0500C0020
S.23.01.01.01;R0510C0020
S.23.01.01.01;R0540C0020
S.23.01.01.01;R0550C0020
S.23.01.01.01;R0050C0030
S.23.01.01.01;R0090C0030
S.23.01.01.01;R0110C0030
S.23.01.01.01;R0140C0030
S.23.01.01.01;R0180C0030
S.23.01.01.01;R0230C0030
S.23.01.01.01;R0290C0030
S.23.01.01.01;R0500C0030
S.23.01.01.01;R0510C0030
S.23.01.01.01;R0540C0030
S.23.01.01.01;R0550C0030
S.23.01.01.01;R0010C0040
S.23.01.01.01;R0030C0040
S.23.01.01.01;R0040C0040
S.23.01.01.01;R0050C0040
S.23.01.01.01;R0090C0040
S.23.01.01.01;R0110C0040
S.23.01.01.01;R0140C0040
S.23.01.01.01;R0180C0040
S.23.01.01.01;R0230C0040
S.23.01.01.01;R0290C0040
S.23.01.01.01;R0300C0040
S.23.01.01.01;R0310C0040
S.23.01.01.01;R0320C0040
S.23.01.01.01;R0330C0040
S.23.01.01.01;R0340C0040
S.23.01.01.01;R0350C0040
S.23.01.01.01;R0360C0040
S.23.01.01.01;R0370C0040
S.23.01.01.01;R0390C0040
S.23.01.01.01;R0400C0040
S.23.01.01.01;R0500C0040
S.23.01.01.01;R0510C0040
S.23.01.01.01;R0540C0040
S.23.01.01.01;R0550C0040
S.23.01.01.01;R0050C0050
S.23.01.01.01;R0090C0050
S.23.01.01.01;R0110C0050
S.23.01.01.01;R0140C0050
S.23.01.01.01;R0160C0050
S.23.01.01.01;R0180C0050
S.23.01.01.01;R0230C0050
S.23.01.01.01;R0290C0050
S.23.01.01.01;R0320C0050
S.23.01.01.01;R0330C0050
S.23.01.01.01;R0350C0050
S.23.01.01.01;R0370C0050
S.23.01.01.01;R0390C0050
S.23.01.01.01;R0400C0050
S.23.01.01.01;R0500C0050
S.23.01.01.01;R0540C0050
S.23.01.01.02;R0700C0060
S.23.01.01.02;R0710C0060
S.23.01.01.02;R0720C0060
S.23.01.01.02;R0730C0060
S.23.01.01.02;R0740C0060
S.23.01.01.02;R0760C0060
S.23.01.01.02;R0770C0060
S.23.01.01.02;R0780C0060
S.23.01.01.02;R0790C0060
S.28.01.01.01;R0010C0010
S.28.01.01.02;R0020C0020
S.28.01.01.02;R0030C0020
S.28.01.01.02;R0040C0020
S.28.01.01.02;R0050C0020
S.28.01.01.02;R0060C0020
S.28.01.01.02;R0070C0020
S.28.01.01.02;R0080C0020
S.28.01.01.02;R0090C0020
S.28.01.01.02;R0100C0020
S.28.01.01.02;R0110C0020
S.28.01.01.02;R0120C0020
S.28.01.01.02;R0130C0020
S.28.01.01.02;R0140C0020
S.28.01.01.02;R0150C0020
S.28.01.01.02;R0160C0020
S.28.01.01.02;R0170C0020
S.28.01.01.02;R0020C0030
S.28.01.01.02;R0030C0030
S.28.01.01.02;R0040C0030
S.28.01.01.02;R0050C0030
S.28.01.01.02;R0060C0030
S.28.01.01.02;R0070C0030
S.28.01.01.02;R0080C0030
S.28.01.01.02;R0090C0030
S.28.01.01.02;R0100C0030
S.28.01.01.02;R0110C0030
S.28.01.01.02;R0120C0030
S.28.01.01.02;R0130C0030
S.28.01.01.02;R0140C0030
S.28.01.01.02;R0150C0030
S.28.01.01.02;R0160C0030
S.28.01.01.02;R0170C0030
S.28.01.01.03;R0200C0040
S.28.01.01.04;R0210C0050
S.28.01.01.04;R0220C0050
S.28.01.01.04;R0230C0050
S.28.01.01.04;R0240C0050
S.28.01.01.04;R0250C0060
S.28.01.01.05;R0300C0070
S.28.01.01.05;R0310C0070
S.28.01.01.05;R0320C0070
S.28.01.01.05;R0330C0070
S.28.01.01.05;R0340C0070
S.28.01.01.05;R0350C0070
S.28.01.01.05;R0400C0070
S.28.02.01.01;R0010C0010
S.28.02.01.01;R0010C0020
S.28.02.01.02;R0020C0030
S.28.02.01.02;R0030C0030
S.28.02.01.02;R0040C0030
S.28.02.01.02;R0050C0030
S.28.02.01.02;R0060C0030
S.28.02.01.02;R0070C0030
S.28.02.01.02;R0080C0030
S.28.02.01.02;R0090C0030
S.28.02.01.02;R0100C0030
S.28.02.01.02;R0110C0030
S.28.02.01.02;R0120C0030
S.28.02.01.02;R0130C0030
S.28.02.01.02;R0140C0030
S.28.02.01.02;R0150C0030
S.28.02.01.02;R0160C0030
S.28.02.01.02;R0170C0030
S.28.02.01.02;R0020C0040
S.28.02.01.02;R0030C0040
S.28.02.01.02;R0040C0040
S.28.02.01.02;R0050C0040
S.28.02.01.02;R0060C0040
S.28.02.01.02;R0070C0040
S.28.02.01.02;R0080C0040
S.28.02.01.02;R0090C0040
S.28.02.01.02;R0100C0040
S.28.02.01.02;R0110C0040
S.28.02.01.02;R0120C0040
S.28.02.01.02;R0130C0040
S.28.02.01.02;R0140C0040
S.28.02.01.02;R0150C0040
S.28.02.01.02;R0160C0040
S.28.02.01.02;R0170C0040
S.28.02.01.02;R0020C0050
S.28.02.01.02;R0030C0050
S.28.02.01.02;R0040C0050
S.28.02.01.02;R0050C0050
S.28.02.01.02;R0060C0050
S.28.02.01.02;R0070C0050
S.28.02.01.02;R0080C0050
S.28.02.01.02;R0090C0050
S.28.02.01.02;R0100C0050
S.28.02.01.02;R0110C0050
S.28.02.01.02;R0120C0050
S.28.02.01.02;R0130C0050
S.28.02.01.02;R0140C0050
S.28.02.01.02;R0150C0050
S.28.02.01.02;R0160C0050
S.28.02.01.02;R0170C0050
S.28.02.01.02;R0020C0060
S.28.02.01.02;R0030C0060
S.28.02.01.02;R0040C0060
S.28.02.01.02;R0050C0060
S.28.02.01.02;R0060C0060
S.28.02.01.02;R0070C0060
S.28.02.01.02;R0080C0060
S.28.02.01.02;R0090C0060
S.28.02.01.02;R0100C0060
S.28.02.01.02;R0110C0060
S.28.02.01.02;R0120C0060
S.28.02.01.02;R0130C0060
S.28.02.01.02;R0140C0060
S.28.02.01.02;R0150C0060
S.28.02.01.02;R0160C0060
S.28.02.01.02;R0170C0060
S.28.02.01.03;R0200C0070
S.28.02.01.03;R0200C0080
S.28.02.01.04;R0210C0090
S.28.02.01.04;R0220C0090
S.28.02.01.04;R0230C0090
S.28.02.01.04;R0240C0090
S.28.02.01.04;R0250C0100
S.28.02.01.04;R0210C0110
S.28.02.01.04;R0220C0110
S.28.02.01.04;R0230C0110
S.28.02.01.04;R0240C0110
S.28.02.01.04;R0250C0120
S.28.02.01.05;R0300C0130
S.28.02.01.05;R0310C0130
S.28.02.01.05;R0320C0130
S.28.02.01.05;R0330C0130
S.28.02.01.05;R0340C0130
S.28.02.01.05;R0350C0130
S.28.02.01.05;R0400C0130
S.28.02.01.06;R0500C0140
S.28.02.01.06;R0510C0140
S.28.02.01.06;R0520C0140
S.28.02.01.06;R0530C0140
S.28.02.01.06;R0540C0140
S.28.02.01.06;R0550C0140
S.28.02.01.06;R0560C0140
S.28.02.01.06;R0500C0150
S.28.02.01.06;R0510C0150
S.28.02.01.06;R0520C0150
S.28.02.01.06;R0530C0150
S.28.02.01.06;R0540C0150
S.28.02.01.06;R0550C0150
S.28.02.01.06;R0560C0150
S.01.02.01.01;R0010C0010
S.01.02.01.01;R0020C0010
S.01.02.01.01;R0040C0010
S.01.02.01.01;R0050C0010
S.01.02.01.01;R0070C0010
S.01.02.01.01;R0080C0010
S.01.02.01.01;R0081C0010
S.01.02.01.01;R0090C0010
S.01.02.01.01;R0100C0010
S.01.02.01.01;R0110C0010
S.01.02.01.01;R0120C0010
S.01.02.01.01;R0130C0010
S.01.02.01.01;R0140C0010
S.01.02.01.01;R0150C0010
S.01.02.01.01;R0170C0010
S.01.02.01.01;R0180C0010
S.01.02.01.01;R0190C0010
S.01.02.01.01;R0200C0010
S.01.02.01.01;R0210C0010
S.01.02.01.01;R0250C0010
S.01.02.01.01;R0990C0010
S.01.02.01.01;R0991C0010
S.01.02.01.01;R0992C0010
