tabelcode;datapunt;rij;kolom
S.08.01.04.01;C0210;;C0210
S.08.01.04.01;C0220;;C0220
S.08.01.04.01;C0230;;C0230
S.08.01.04.01;C0240;;C0240
S.08.01.04.01;C0250;;C0250
S.08.01.04.02;C0040;;C0040
S.08.01.04.02;C0260;;C0260
S.08.01.04.02;C0270;;C0270
S.08.01.04.02;C0290;;C0290
S.08.01.04.02;C0300;;C0300
S.08.01.04.02;C0310;;C0310
S.08.01.04.02;C0320;;C0320
S.08.01.04.02;C0330;;C0330
S.08.01.04.02;C0340;;C0340
S.08.01.04.02;C0360;;C0360
S.08.01.04.02;C0370;;C0370
S.08.01.04.02;C0380;;C0380
S.08.01.04.02;C0390;;C0390
S.08.01.04.02;C0400;;C0400
S.08.01.04.02;C0410;;C0410
S.08.01.04.02;C0420;;C0420
S.08.01.04.02;C0430;;C0430
S.08.02.04.01;C0440;;C0440
S.08.02.04.01;C0020;;C0020
S.08.02.04.01;C0040;;C0040
S.08.02.04.01;C0070;;C0070
S.08.02.04.01;C0090;;C0090
S.08.02.04.01;C0010;;C0010
S.08.02.04.01;C0060;;C0060
S.08.02.04.01;C0080;;C0080
S.08.02.04.01;C0110;;C0110
S.08.02.04.01;C0120;;C0120
S.08.02.04.01;C0130;;C0130
S.08.02.04.01;C0140;;C0140
S.08.02.04.01;C0150;;C0150
S.08.02.04.01;C0160;;C0160
S.08.02.04.01;C0170;;C0170
S.08.02.04.01;C0180;;C0180
S.08.02.04.01;C0190;;C0190
S.08.02.04.01;C0200;;C0200
S.08.02.04.01;C0210;;C0210
S.08.02.04.01;C0220;;C0220
S.08.02.04.01;C0230;;C0230
S.08.02.04.02;C0040;;C0040
S.08.02.04.02;C0240;;C0240
S.08.02.04.02;C0250;;C0250
S.08.02.04.02;C0270;;C0270
S.08.02.04.02;C0280;;C0280
S.08.02.04.02;C0300;;C0300
S.08.02.04.02;C0310;;C0310
S.08.02.04.02;C0320;;C0320
S.08.02.04.02;C0330;;C0330
S.08.02.04.02;C0340;;C0340
S.08.02.04.02;C0350;;C0350
S.08.02.04.02;C0360;;C0360
S.08.02.04.02;C0370;;C0370
S.23.01.04.01;R0010C0010;R0010;C0010
S.23.01.04.01;R0010C0020;R0010;C0020
S.23.01.04.01;R0010C0040;R0010;C0040
S.23.01.04.01;R0020C0010;R0020;C0010
S.23.01.04.01;R0020C0020;R0020;C0020
S.23.01.04.01;R0020C0040;R0020;C0040
S.23.01.04.01;R0030C0010;R0030;C0010
S.23.01.04.01;R0030C0020;R0030;C0020
S.23.01.04.01;R0030C0040;R0030;C0040
S.23.01.04.01;R0040C0010;R0040;C0010
S.23.01.04.01;R0040C0020;R0040;C0020
S.23.01.04.01;R0040C0040;R0040;C0040
S.23.01.04.01;R0050C0010;R0050;C0010
S.23.01.04.01;R0050C0030;R0050;C0030
S.23.01.04.01;R0050C0040;R0050;C0040
S.23.01.04.01;R0050C0050;R0050;C0050
S.23.01.04.01;R0060C0010;R0060;C0010
S.23.01.04.01;R0060C0030;R0060;C0030
S.23.01.04.01;R0060C0040;R0060;C0040
S.23.01.04.01;R0060C0050;R0060;C0050
S.23.01.04.01;R0070C0010;R0070;C0010
S.23.01.04.01;R0070C0020;R0070;C0020
S.23.01.04.01;R0080C0010;R0080;C0010
S.23.01.04.01;R0080C0020;R0080;C0020
S.23.01.04.01;R0090C0010;R0090;C0010
S.23.01.04.01;R0090C0030;R0090;C0030
S.23.01.04.01;R0090C0040;R0090;C0040
S.23.01.04.01;R0090C0050;R0090;C0050
S.23.01.04.01;R0100C0010;R0100;C0010
S.23.01.04.01;R0100C0030;R0100;C0030
S.23.01.04.01;R0100C0040;R0100;C0040
S.23.01.04.01;R0100C0050;R0100;C0050
S.23.01.04.01;R0110C0010;R0110;C0010
S.23.01.04.01;R0110C0030;R0110;C0030
S.23.01.04.01;R0110C0040;R0110;C0040
S.23.01.04.01;R0110C0050;R0110;C0050
S.23.01.04.01;R0120C0010;R0120;C0010
S.23.01.04.01;R0120C0030;R0120;C0030
S.23.01.04.01;R0120C0040;R0120;C0040
S.23.01.04.01;R0120C0050;R0120;C0050
S.23.01.04.01;R0130C0010;R0130;C0010
S.23.01.04.01;R0130C0020;R0130;C0020
S.23.01.04.01;R0140C0010;R0140;C0010
S.23.01.04.01;R0140C0030;R0140;C0030
S.23.01.04.01;R0140C0040;R0140;C0040
S.23.01.04.01;R0140C0050;R0140;C0050
S.23.01.04.01;R0150C0010;R0150;C0010
S.23.01.04.01;R0150C0030;R0150;C0030
S.23.01.04.01;R0150C0040;R0150;C0040
S.23.01.04.01;R0150C0050;R0150;C0050
S.23.01.04.01;R0160C0010;R0160;C0010
S.23.01.04.01;R0160C0050;R0160;C0050
S.23.01.04.01;R0170C0010;R0170;C0010
S.23.01.04.01;R0170C0050;R0170;C0050
S.23.01.04.01;R0180C0010;R0180;C0010
S.23.01.04.01;R0180C0020;R0180;C0020
S.23.01.04.01;R0180C0030;R0180;C0030
S.23.01.04.01;R0180C0040;R0180;C0040
S.23.01.04.01;R0180C0050;R0180;C0050
S.23.01.04.01;R0190C0010;R0190;C0010
S.23.01.04.01;R0190C0020;R0190;C0020
S.23.01.04.01;R0190C0030;R0190;C0030
S.23.01.04.01;R0190C0040;R0190;C0040
S.23.01.04.01;R0190C0050;R0190;C0050
S.23.01.04.01;R0200C0010;R0200;C0010
S.23.01.04.01;R0200C0020;R0200;C0020
S.23.01.04.01;R0200C0030;R0200;C0030
S.23.01.04.01;R0200C0040;R0200;C0040
S.23.01.04.01;R0200C0050;R0200;C0050
S.23.01.04.01;R0210C0010;R0210;C0010
S.23.01.04.01;R0210C0020;R0210;C0020
S.23.01.04.01;R0210C0030;R0210;C0030
S.23.01.04.01;R0210C0040;R0210;C0040
S.23.01.04.01;R0210C0050;R0210;C0050
S.23.01.04.01;R0220C0010;R0220;C0010
S.23.01.04.01;R0230C0010;R0230;C0010
S.23.01.04.01;R0230C0020;R0230;C0020
S.23.01.04.01;R0230C0030;R0230;C0030
S.23.01.04.01;R0230C0040;R0230;C0040
S.23.01.04.01;R0230C0050;R0230;C0050
S.23.01.04.01;R0240C0010;R0240;C0010
S.23.01.04.01;R0240C0020;R0240;C0020
S.23.01.04.01;R0240C0030;R0240;C0030
S.23.01.04.01;R0240C0040;R0240;C0040
S.23.01.04.01;R0250C0010;R0250;C0010
S.23.01.04.01;R0250C0020;R0250;C0020
S.23.01.04.01;R0250C0030;R0250;C0030
S.23.01.04.01;R0250C0040;R0250;C0040
S.23.01.04.01;R0250C0050;R0250;C0050
S.23.01.04.01;R0260C0010;R0260;C0010
S.23.01.04.01;R0260C0020;R0260;C0020
S.23.01.04.01;R0260C0030;R0260;C0030
S.23.01.04.01;R0260C0040;R0260;C0040
S.23.01.04.01;R0260C0050;R0260;C0050
S.23.01.04.01;R0270C0010;R0270;C0010
S.23.01.04.01;R0270C0020;R0270;C0020
S.23.01.04.01;R0270C0030;R0270;C0030
S.23.01.04.01;R0270C0040;R0270;C0040
S.23.01.04.01;R0270C0050;R0270;C0050
S.23.01.04.01;R0280C0010;R0280;C0010
S.23.01.04.01;R0280C0020;R0280;C0020
S.23.01.04.01;R0280C0030;R0280;C0030
S.23.01.04.01;R0280C0040;R0280;C0040
S.23.01.04.01;R0280C0050;R0280;C0050
S.23.01.04.01;R0290C0010;R0290;C0010
S.23.01.04.01;R0290C0020;R0290;C0020
S.23.01.04.01;R0290C0030;R0290;C0030
S.23.01.04.01;R0290C0040;R0290;C0040
S.23.01.04.01;R0290C0050;R0290;C0050
S.23.01.04.01;R0300C0010;R0300;C0010
S.23.01.04.01;R0300C0040;R0300;C0040
S.23.01.04.01;R0310C0010;R0310;C0010
S.23.01.04.01;R0310C0040;R0310;C0040
S.23.01.04.01;R0320C0010;R0320;C0010
S.23.01.04.01;R0320C0040;R0320;C0040
S.23.01.04.01;R0320C0050;R0320;C0050
S.23.01.04.01;R0330C0010;R0330;C0010
S.23.01.04.01;R0330C0040;R0330;C0040
S.23.01.04.01;R0330C0050;R0330;C0050
S.23.01.04.01;R0340C0010;R0340;C0010
S.23.01.04.01;R0340C0040;R0340;C0040
S.23.01.04.01;R0350C0010;R0350;C0010
S.23.01.04.01;R0350C0040;R0350;C0040
S.23.01.04.01;R0350C0050;R0350;C0050
S.23.01.04.01;R0360C0010;R0360;C0010
S.23.01.04.01;R0360C0040;R0360;C0040
S.23.01.04.01;R0370C0010;R0370;C0010
S.23.01.04.01;R0370C0040;R0370;C0040
S.23.01.04.01;R0370C0050;R0370;C0050
S.23.01.04.01;R0380C0010;R0380;C0010
S.23.01.04.01;R0380C0040;R0380;C0040
S.23.01.04.01;R0380C0050;R0380;C0050
S.23.01.04.01;R0390C0010;R0390;C0010
S.23.01.04.01;R0390C0040;R0390;C0040
S.23.01.04.01;R0390C0050;R0390;C0050
S.23.01.04.01;R0400C0010;R0400;C0010
S.23.01.04.01;R0400C0040;R0400;C0040
S.23.01.04.01;R0400C0050;R0400;C0050
S.23.01.04.01;R0410C0010;R0410;C0010
S.23.01.04.01;R0410C0020;R0410;C0020
S.23.01.04.01;R0410C0030;R0410;C0030
S.23.01.04.01;R0410C0040;R0410;C0040
S.23.01.04.01;R0420C0010;R0420;C0010
S.23.01.04.01;R0420C0020;R0420;C0020
S.23.01.04.01;R0420C0030;R0420;C0030
S.23.01.04.01;R0420C0040;R0420;C0040
S.23.01.04.01;R0420C0050;R0420;C0050
S.23.01.04.01;R0430C0010;R0430;C0010
S.23.01.04.01;R0430C0020;R0430;C0020
S.23.01.04.01;R0430C0030;R0430;C0030
S.23.01.04.01;R0430C0040;R0430;C0040
S.23.01.04.01;R0440C0010;R0440;C0010
S.23.01.04.01;R0440C0020;R0440;C0020
S.23.01.04.01;R0440C0030;R0440;C0030
S.23.01.04.01;R0440C0040;R0440;C0040
S.23.01.04.01;R0440C0050;R0440;C0050
S.23.01.04.01;R0450C0010;R0450;C0010
S.23.01.04.01;R0450C0020;R0450;C0020
S.23.01.04.01;R0450C0030;R0450;C0030
S.23.01.04.01;R0450C0040;R0450;C0040
S.23.01.04.01;R0450C0050;R0450;C0050
S.23.01.04.01;R0460C0010;R0460;C0010
S.23.01.04.01;R0460C0020;R0460;C0020
S.23.01.04.01;R0460C0030;R0460;C0030
S.23.01.04.01;R0460C0040;R0460;C0040
S.23.01.04.01;R0460C0050;R0460;C0050
S.23.01.04.01;R0520C0010;R0520;C0010
S.23.01.04.01;R0520C0020;R0520;C0020
S.23.01.04.01;R0520C0030;R0520;C0030
S.23.01.04.01;R0520C0040;R0520;C0040
S.23.01.04.01;R0520C0050;R0520;C0050
S.23.01.04.01;R0530C0010;R0530;C0010
S.23.01.04.01;R0530C0020;R0530;C0020
S.23.01.04.01;R0530C0030;R0530;C0030
S.23.01.04.01;R0530C0040;R0530;C0040
S.23.01.04.01;R0560C0010;R0560;C0010
S.23.01.04.01;R0560C0020;R0560;C0020
S.23.01.04.01;R0560C0030;R0560;C0030
S.23.01.04.01;R0560C0040;R0560;C0040
S.23.01.04.01;R0560C0050;R0560;C0050
S.23.01.04.01;R0570C0010;R0570;C0010
S.23.01.04.01;R0570C0020;R0570;C0020
S.23.01.04.01;R0570C0030;R0570;C0030
S.23.01.04.01;R0570C0040;R0570;C0040
S.23.01.04.01;R0590C0010;R0590;C0010
S.23.01.04.01;R0610C0010;R0610;C0010
S.23.01.04.01;R0630C0010;R0630;C0010
S.23.01.04.01;R0650C0010;R0650;C0010
S.23.01.04.01;R0660C0010;R0660;C0010
S.23.01.04.01;R0660C0020;R0660;C0020
S.23.01.04.01;R0660C0030;R0660;C0030
S.23.01.04.01;R0660C0040;R0660;C0040
S.23.01.04.01;R0660C0050;R0660;C0050
S.23.01.04.01;R0670C0010;R0670;C0010
S.23.01.04.01;R0680C0010;R0680;C0010
S.23.01.04.01;R0690C0010;R0690;C0010
S.23.01.04.02;R0700C0060;R0700;C0060
S.23.01.04.02;R0710C0060;R0710;C0060
S.23.01.04.02;R0720C0060;R0720;C0060
S.23.01.04.02;R0730C0060;R0730;C0060
S.23.01.04.02;R0740C0060;R0740;C0060
S.23.01.04.02;R0750C0060;R0750;C0060
S.23.01.04.02;R0760C0060;R0760;C0060
S.23.01.04.02;R0770C0060;R0770;C0060
S.23.01.04.02;R0780C0060;R0780;C0060
S.23.01.04.02;R0790C0060;R0790;C0060
